grievance_text,severity,severity_level
"please check, packet loss happening not resolved yet bhai",Low,Low1
wifi down pls fix yaar,High,High1
FACING WIFI DOWN!!!,High,High1
"please check, still no connection",High,High1
still no connection bhai,High,High1
"DNS NOT RESOLVING, WHAT IS THIS?!!!",Low,Low1
facing buffering issue since long time bhai,Low,Low1
"please check, intrnet gone again yaar",High,High1
"WIFI DOWN, WHAT IS THIS?!!!",High,High1
"please check, facing unstable connection",Low,Low1
INTERNET GONE SINCE MORNING!!! kya masla hai,High,Low1
no connection since morning since long time,High,High2
FACING net GONE!!! kya ho raha hai,High,Low1
"wifi down, what is this? since long time yaar",High,High2
"please check, speed is low",Low,Low1
"DATA LOSS ISSUE, WHAT IS THIS?!!!",Low,Low1
facing connection not working kya ho raha hai,High,High1
facing intrnet not working since long time yaar,High,High2
"please check, wifi down pls fix kya ho raha hai",High,High1
still unstable connection since long time bhai,Low,Low1
router problem pls fix since long time kya masla hai,Low,Low1
DNS NOT RESOLVING PLS FIX!!! kya masla hai,Low,Low1
FACING INTERNET GONE!!!,High,Low1
"please check, lag problem since morning",Low,Low1
connection NOT WORKING!!!,High,High1
"please check, delay in response since morning",Low,Low2
net not working since long time bhai,High,High2
lag problem since morning since long time bhai,Low,Low1
"please check, no connection pls fix kya ho raha hai",High,High1
"please check, having no connection continuously yaar",High,High1
"please check, no connection not resolved yet",High,High1
internet not functioning pls fix kya ho raha hai,High,Low1
internet not working again since long time bhai,High,High2
"please check, buffering trouble not resolved yet",Low,Low1
INTERNET VERY SLOW SINCE MORNING!!! yaar,Low,Low2
PING TOO HIGH!!! kya ho raha hai,Low,Low1
connection gone not resolved yet yaar,High,Low1
INTERNET NOT WORKING AGAIN!!!,High,High1
"please check, delay in response pls fix yaar",Low,Low1
"please check, still internet not running",High,Low1
NO CONNECTION FROM LAST NIGHT!!!,High,High1
having internet not working continuously since long time bhai,High,High2
"please check, still delay in response bhai",Low,Low1
WIFI DOWN NOT RESOLVED YET!!! kya ho raha hai,High,High1
FACING NO CONNECTION!!! kya ho raha hai,High,High1
net gone since morning since long time yaar,High,Low1
facing internet gone since long time kya masla hai,High,Low1
facing disconnecting again and again bhai,Low,High1
"please check, facing internet not working",High,High1
"please check, wifi down from last night yaar",High,High1
HAVING DATA LOSS trouble CONTINUOUSLY!!! yaar,Low,High1
"wifi not working, what is this? kya ho raha hai",High,High1
having no connection continuously,High,High1
still packet loss happening since long time yaar,Low,Low1
no connection yaar,High,High1
"KEEPS DROPPING, WHAT IS THIS?!!! bhai",Low,Low1
connection gone since morning since long time kya ho raha hai,High,Low1
"please check, disconnecting again and again since morning kya masla hai",Low,High1
delay in response from last night since long time yaar,Low,Low2
"please check, still internet not working",High,High1
net very slow pls fix bhai,Low,Low1
"please check, facing wifi down bhai",High,High1
"please check, keeps dropping, what is this? kya ho raha hai",Low,Low1
still router problem,Low,Low1
"please check, internet not working",High,High1
having internet not wrkng continuously since long time,High,High1
ROUTER PROBLEM SINCE MORNING!!! kya ho raha hai,Low,Low1
internet not running pls fix since long time kya ho raha hai,High,Low1
internet not working bhai,High,High1
wifi down not resolved yet since long time yaar,High,High2
WIFI DOWN!!! yaar,High,High1
"please check, wifi down again",High,High1
still no connection since long time,High,High2
net GONE!!! kya ho raha hai,High,Low1
having lag issue continuously kya ho raha hai,Low,High1
HAVING connection GONE CONTINUOUSLY!!!,High,High1
SPEED IS LOW FROM LAST NIGHT!!!,Low,Low1
connection GONE FROM LAST NIGHT!!! kya masla hai,High,Low1
wifi gone since morning,High,Low1
net NOT WORKING AGAIN!!!,High,High1
unstable connection pls fix since long time kya masla hai,Low,Low1
buffering issue pls fix kya ho raha hai,Low,Low1
FACING ROUTER PROBLEM!!!,Low,Low1
"please check, having router problem continuously",Low,High1
PACKET LOSS HAPPENING SINCE MORNING!!!,Low,Low1
dns not resolving pls fix since long time kya ho raha hai,Low,Low1
unstable connection from last night kya ho raha hai,Low,Low1
KEEPS DROPPING!!! pls fix,Low,Low1
"please check, speed is low yaar",Low,Low1
internet gone not resolved yet since long time kya ho raha hai,High,Low1
ROUTER NOT WORKING NOT RESOLVED YET!!! yaar,Low,High1
ROUTER PROBLEM AGAIN!!! kya masla hai,Low,High1
intrnet not running not resolved yet since long time bhai,High,Low1
facing wifi down kya ho raha hai,High,High1
NET too slow PLS FIX!!! kya ho raha hai,Low,Low1
"please check, net gone again",High,High1
"wifi down, what is this? since long time",High,High2
data loss problem again,Low,High1
"speed is low, what is this? kya ho raha hai",Low,Low1
FACING SPEED IS LOW!!! bhai,Low,Low1
no connection since morning kya ho raha hai,High,High2
NO CONNECTION SINCE MORNING!!! bhai,High,High3
still router not working since long time,Low,High2
disconnecting again and again pls fix kya ho raha hai,Low,High1
NO CONNECTION NOT RESOLVED YET!!! yaar,High,High1
"please check, having router not running continuously",Low,High1
"please check, cannot access sites kya masla hai",Low,Low1
HAVING PACKET LOSS HAPPENING CONTINUOUSLY!!!,Low,High1
speed is low from last night since long time kya ho raha hai,Low,Low1
net NOT WORKING PLS FIX!!! kya masla hai,High,High1
"please check, facing router not functioning kya ho raha hai",Low,Low1
connection not wrkng from last night since long time bhai,High,Low1
wifi down not resolved yet,High,High1
"wifi down, what is this?",High,High1
delay in response from last night,Low,Low1
net very slow not resolved yet,Low,Low1
INTERNET NOT functioning SINCE MORNING!!! kya masla hai,High,Low1
wifi down pls fix since long time kya ho raha hai,High,High2
connection gone since morning since long time,High,Low1
facing lag trouble,Low,Low1
"please check, still dns not resolving bhai",Low,Low1
NET very slow PLS FIX!!! bhai,Low,Low1
"please check, connection gone since morning bhai",High,Low1
keeps dropping since morning yaar,Low,Low1
FACING SPEED IS LOW!!! kya ho raha hai,Low,Low1
"please check, still internet not working yaar",High,High1
connection VERY SLOW NOT RESOLVED YET!!!,Low,Low1
ROUTER NOT WORKING NOT RESOLVED YET!!!,Low,High1
net gone again yaar,High,High1
no connection pls fix since long time,High,High2
INTERNET GONE SINCE MORNING!!! bhai,High,Low1
FACING INTERNET NOT WORKING!!! kya ho raha hai,High,High1
KEEPS DROPPING AGAIN!!! kya ho raha hai,Low,High1
DATA LOSS ISSUE NOT RESOLVED YET!!! kya ho raha hai,Low,Low1
lag trouble pls fix,Low,Low1
"wifi not working, what is this? bhai",High,High1
internet not working from last night bhai,High,High1
"dns not resolving, what is this? kya ho raha hai",Low,Low1
"please check, dns not resolving, what is this? bhai",Low,Low1
"please check, router problem pls fix bhai",Low,Low1
"please check, facing net not working bhai",High,High1
"please check, no connection, what is this? yaar",High,High1
HAVING SPEED IS LOW CONTINUOUSLY!!! kya ho raha hai,Low,High1
wifi down yaar,High,High1
INTERNET NOT functioning NOT RESOLVED YET!!! kya ho raha hai,High,Low1
HAVING SPEED IS LOW CONTINUOUSLY!!! yaar,Low,High1
"please check, data loss problem not resolved yet bhai",Low,Low1
DELAY IN RESPONSE PLS FIX!!!,Low,Low1
FACING INTERNET GONE!!! bhai,High,Low1
"please check, dns not resolving pls fix bhai",Low,Low1
no connection pls fix since long time bhai,High,High2
still internet gone kya ho raha hai,High,Low1
"ping too high, what is this? since long time",Low,Low1
no connection from last night since long time,High,High2
having internet not working continuously bhai,High,High1
"please check, wifi down again",High,High1
no connection from last night since long time kya masla hai,High,High2
"please check, internet very too slow again yaar",Low,High1
still no connection,High,High1
"NET SLOW, WHAT IS THIS?!!! bhai",Low,Low1
INTERNET NOT WORKING AGAIN!!! kya ho raha hai,High,High1
"please check, still internet not working bhai",High,High1
"connection very slow, what is this? yaar",Low,Low1
"please check, having wifi gone continuously",High,High1
disconnecting again and again again bhai,Low,High1
"please check, wifi down from last night bhai",High,High1
"please check, delay in response pls fix bhai",Low,Low1
still no connection since long time kya ho raha hai,High,High2
ping too high pls fix bhai,Low,Low1
facing wifi down since long time yaar,High,High2
facing no connection bhai,High,High1
having cannot access sites continuously since long time yaar,Low,High1
"disconnecting again and again, what is this? since long time yaar",Low,High1
net slow since long time bhai,Low,Low2
"please check, unstable connection yaar",Low,Low1
"please check, lag problem",Low,Low1
still net gone since long time yaar,High,Low1
no connection not resolved yet,High,High1
facing internet gone since long time,High,Low1
"please check, lag problem pls fix bhai",Low,Low1
"please check, delay in response from last night bhai",Low,Low1
internet very too slow not resolved yet,Low,Low1
unstable connection since morning bhai,Low,Low1
PACKET LOSS HAPPENING PLS FIX!!!,Low,Low1
"please check, wifi gone yaar",High,Low1
"please check, still wifi down yaar",High,High1
DELAY IN RESPONSE SINCE MORNING!!! kya ho raha hai,Low,Low2
"internet not working, what is this? bhai",High,High1
ROUTER PROBLEM AGAIN!!! kya ho raha hai,Low,High1
facing connection gone kya ho raha hai,High,Low1
NO CONNECTION PLS FIX!!!,High,High1
no connection not resolved yet since long time,High,High2
"please check, no connection kya ho raha hai",High,High1
facing delay in response since long time,Low,Low2
"wifi down, what is this? since long time kya ho raha hai",High,High2
"please check, facing speed is low",Low,Low1
unstable connection since long time bhai,Low,Low1
having data loss issue continuously,Low,High1
ROUTER NOT WORKING AGAIN!!! bhai,Low,High1
delay in response bhai,Low,Low1
"please check, having wifi down continuously",High,High1
"please check, buffering problem again kya masla hai",Low,High1
WIFI DOWN SINCE MORNING!!!,High,High3
"no connection, what is this? bhai",High,High1
WIFI DOWN PLS FIX!!!,High,High1
FACING UNSTABLE CONNECTION!!! kya ho raha hai,Low,Low1
"please check, still connection not working",High,High1
"please check, no connection, what is this? kya ho raha hai",High,High1
HAVING INTERNET VERY SLOW CONTINUOUSLY!!!,Low,High1
no connection pls fix since long time yaar,High,High2
having keeps dropping continuously since long time kya ho raha hai,Low,High1
still data loss trouble bhai,Low,Low1
wifi not wrkng since long time yaar,High,Low1
"please check, facing packet loss happening kya ho raha hai",Low,Low1
PACKET LOSS HAPPENING SINCE MORNING!!!,Low,Low1
"please check, having delay in response continuously",Low,High1
"please check, no connection pls fix bhai",High,High1
ping too high kya ho raha hai,Low,Low1
ROUTER NOT functioning PLS FIX!!! bhai,Low,Low1
DELAY IN RESPONSE FROM LAST NIGHT!!!,Low,Low1
"please check, keeps dropping again kya ho raha hai",Low,High1
internet not working again kya ho raha hai,High,High1
"please check, ping too high from last night yaar",Low,Low1
wifi not working since morning kya ho raha hai,High,High2
PING TOO HIGH SINCE MORNING!!! bhai,Low,Low1
"please check, no connection pls fix yaar",High,High1
speed is low again since long time kya ho raha hai,Low,High1
DISCONNECTING AGAIN AND AGAIN SINCE MORNING!!!,Low,High1
"please check, internet gone again asap",High,High1
unstable connection since morning,Low,Low1
"please check, cannot access sites not resolved yet",Low,Low1
"please check, facing internet not working",High,High1
"cannot access sites, what is this?",Low,Low1
speed is low since morning since long time bhai,Low,Low1
"please check, still lag trouble bhai",Low,Low1
"please check, ping too high kya ho raha hai",Low,Low1
"please check, dns not resolving not resolved yet kya ho raha hai",Low,Low1
having internet gone continuously kya masla hai,High,High1
INTERNET NOT running SINCE MORNING!!! bhai,High,Low1
connection gone again since long time pls fix,High,High1
intrnet gone since morning since long time bhai,High,Low1
still wifi down since long time,High,High2
"UNSTABLE CONNECTION, WHAT IS THIS?!!! kya ho raha hai",Low,Low1
having wifi not wrkng continuously since long time,High,High1
having ping too high continuously,Low,High1
keeps dropping from last night yaar,Low,Low1
router not working kya ho raha hai,Low,High1
"please check, having no connection continuously bhai",High,High1
HAVING PING TOO HIGH CONTINUOUSLY!!!,Low,High1
"please check, net too slow again",Low,High1
lag problem again since long time bhai,Low,High1
internet not working from last night,High,High1
"please check, net not working from last night",High,High1
