grievance_text,severity
internet very slow not resolved yet kya ho raha hai,5
no connection not resolved yet,1
wifi NOT WORKING!!! kya ho raha hai,2
STILL UNSTABLE CONNECTION!!!,4
"please check, intrnet not working not resolved yet bhai",1
"please check, internet gone",1
"KEEPS DROPPING, WHAT IS THIS?!!! bhai",4
router problem not resolved yet since long time,4
BUFFERING problem NOT RESOLVED YET!!! yaar,5
having disconnecting again and again continuously bhai,4
connection not working from last night kya ho raha hai,1
connection NOT WORKING FROM LAST NIGHT!!!,2
net lagging again since long time bhai,5
unstable connection since morning bhai,4
HAVING LAG ISSUE CONTINUOUSLY!!! bhai,5
"please check, connection not working, what is this? kya ho raha hai",1
still internet very lagging since long time yaar,5
internet not working again since long time bhai,2
packet loss happening since long time kya ho raha hai,4
KEEPS DROPPING FROM LAST NIGHT!!! kya masla hai,4
still wifi very slow since long time yaar,5
PING TOO HIGH PLS FIX!!! yaar,4
"please check, packet loss happening since morning bhai",4
keeps dropping not resolved yet,4
"please check, no connection since morning kya ho raha hai",2
no connection again bhai,1
"please check, no connection since morning bhai",2
having data loss problem continuously since long time,4
wifi gone not resolved yet,4
"please check, facing no connection kya masla hai",1
wifi down yaar,1
"connection NOT WORKING, WHAT IS THIS?!!! kya ho raha hai",2
"please check, wifi down since morning",2
wifi gone from last night yaar,4
internet gone since long time,2
"unstable connection, what is this?",4
router problem from last night since long time,4
HAVING WIFI DOWN CONTINUOUSLY!!! bhai,2
having unstable connection continuously since long time bhai,4
keeps dropping not resolved yet,4
"please check, connection gone, what is this? kya ho raha hai",4
"please check, connection not working pls fix bhai",1
buffering problem again since long time kya ho raha hai,5
connection not working not resolved yet since long time kya masla hai,2
lag trouble pls fix bhai,5
facing keeps dropping bhai,4
facing internet very slow since long time kya masla hai,5
NO CONNECTION PLS FIX!!! bhai,2
router problem since morning bhai,4
"please check, wifi down again bhai",1
"please check, lag problem from last night kya ho raha hai",5
"please check, net very slow since morning",5
packet loss happening pls fix since long time kya ho raha hai,4
STILL NO CONNECTION!!! kya ho raha hai,2
speed is low not resolved yet bhai,4
"please check, disconnecting again and again from last night kya ho raha hai",4
having no connection continuously yaar,1
HAVING KEEPS DROPPING CONTINUOUSLY!!! kya ho raha hai,4
no connection pls fix since long time yaar,2
WIFI DOWN!!! kya ho raha hai,2
still internet very slow bhai,5
"please check, no connection, what is this? bhai",1
DISCONNECTING AGAIN AND AGAIN PLS FIX!!!,4
wifi down from last night kya ho raha hai,1
"please check, still connection very slow bhai",5
UNSTABLE CONNECTION PLS FIX!!!,4
ping too high pls fix yaar,4
no connection not resolved yet since long time kya ho raha hai,2
router problem from last night since long time yaar,4
HAVING WIFI DOWN CONTINUOUSLY!!!,2
lag problem not resolved yet since long time bhai,5
internet not working since morning kya ho raha hai,2
"please check, ping too high",4
"please check, router problem from last night bhai",4
wifi down bhai,1
BUFFERING ISSUE!!!,5
wifi gone since morning kya masla hai,4
unstable connection from last night bhai,4
HAVING KEEPS DROPPING CONTINUOUSLY!!!,4
"please check, router problem kya ho raha hai",4
buffering trouble not resolved yet since long time kya ho raha hai,5
"INTERNET NOT WORKING, WHAT IS THIS?!!! yaar",2
facing buffering trouble,5
internet not functioning from last night since long time kya masla hai,4
"please check, net gone, what is this? kya ho raha hai",4
"please check, still dns not resolving yaar",4
wifi NOT WORKING!!! yaar,2
still cannot access sites,4
router problem from last night since long time bhai,4
"please check, lag trouble again yaar",5
connection NOT WORKING FROM LAST NIGHT!!!,2
"please check, intrnet very lagging since morning bhai",5
"please check, internet not working from last night yaar",1
ping too high pls fix kya ho raha hai,4
HAVING UNSTABLE CONNECTION CONTINUOUSLY!!! bhai,4
having no connection continuously since long time,2
having net gone continuously since long time,4
cannot access sites again yaar,4
WIFI DOWN NOT RESOLVED YET!!! bhai,2
unstable connection not resolved yet bhai,4
packet loss happening not resolved yet since long time kya ho raha hai,4
SPEED IS LOW SINCE MORNING!!! kya ho raha hai,4
facing intrnet not working kya ho raha hai,1
still wifi very slow,5
"please check, no connection pls fix kya masla hai",1
disconnecting again and again not resolved yet since long time kya ho raha hai,4
delay in response not resolved yet yaar,4
"net gone, what is this? kya ho raha hai",4
"please check, wifi down not resolved yet kya ho raha hai",1
ping too high again since long time bhai,4
having net not working continuously since long time yaar,2
no connection pls fix,1
"please check, facing lag issue",5
having keeps dropping continuously kya ho raha hai,4
no connection since long time,2
"router problem, what is this? since long time",4
having internet not working continuously yaar,1
internet not functioning from last night kya ho raha hai,4
"please check, intrnet not working again bhai",1
having keeps dropping continuously since long time kya ho raha hai,4
"INTERNET GONE, WHAT IS THIS?!!!",2
"please check, packet loss happening from last night",4
PACKET LOSS HAPPENING!!!,4
wifi down not resolved yet bhai,1
"please check, wifi gone from last night yaar",4
ROUTER PROBLEM NOT RESOLVED YET!!! kya ho raha hai,4
internet gone from last night bhai,1
having internet not functioning continuously since long time,4
net too slow not resolved yet kya ho raha hai,5
internet not working again since long time bhai,2
STILL connection GONE!!! yaar,4
UNSTABLE CONNECTION AGAIN!!!,4
unstable connection since morning kya masla hai,4
"data loss issue, what is this? since long time kya ho raha hai",4
"KEEPS DROPPING, WHAT IS THIS?!!! kya ho raha hai",4
"please check, still wifi down bhai",1
"please check, cannot access sites from last night yaar",4
FACING INTERNET NOT WORKING!!!,2
facing wifi very slow since long time,5
disconnecting again and again since morning since long time bhai,4
"net not working, what is this? bhai",1
buffering problem since morning bhai,5
"please check, dns not resolving from last night bhai",4
INTERNET GONE PLS FIX!!!,2
connection not working again bhai,1
"please check, internet not working not resolved yet kya ho raha hai",1
buffering trouble from last night,5
"please check, lag issue, what is this? yaar",5
"please check, having wifi down continuously bhai",1
no connection since morning since long time kya ho raha hai,2
ping too high again since long time,4
lag issue from last night since long time,5
unstable connection bhai,4
net NOT WORKING PLS FIX!!!,2
net gone not resolved yet since long time yaar,4
cannot access sites not resolved yet since long time kya ho raha hai,4
"WIFI DOWN, WHAT IS THIS?!!! kya ho raha hai",2
no connection since long time kya ho raha hai,2
having buffering trouble continuously bhai,5
"please check, facing wifi down yaar",1
"WIFI DOWN, WHAT IS THIS?!!!",2
speed is low from last night bhai,4
"please check, internet very slow since morning yaar",5
unstable connection from last night since long time bhai,4
"please check, facing packet loss happening",4
ping too high yaar,4
PING TOO HIGH FROM LAST NIGHT!!!,4
wifi down,1
ping too high not resolved yet,4
BUFFERING ISSUE!!! kya ho raha hai,5
"UNSTABLE CONNECTION, WHAT IS THIS?!!! yaar",4
"please check, still no connection bhai",1
UNSTABLE CONNECTION!!!,4
PING TOO HIGH SINCE MORNING!!! yaar,4
speed is low from last night,4
FACING NO CONNECTION!!!,2
facing no connection kya ho raha hai,1
"please check, no connection pls fix kya ho raha hai",1
NET very slow PLS FIX!!!,5
still cannot access sites since long time,4
having intrnet not functioning continuously since long time,4
net too slow since morning since long time kya ho raha hai,5
HAVING DISCONNECTING AGAIN AND AGAIN CONTINUOUSLY!!! kya masla hai,4
wifi down pls fix since long time kya masla hai,2
"please check, wifi down again kya ho raha hai",1
net gone since long time kya ho raha hai,4
"please check, wifi down not resolved yet kya ho raha hai",1
internet gone not resolved yet since long time,2
wifi down since morning yaar,2
facing disconnecting again and again since long time kya ho raha hai,4
"please check, having internet not working continuously",1
net GONE FROM LAST NIGHT!!! bhai,4
HAVING wifi GONE CONTINUOUSLY!!! bhai,4
"INTERNET NOT WORKING, WHAT IS THIS?!!!",2
no connection kya ho raha hai,1
"WIFI DOWN, WHAT IS THIS?!!! kya ho raha hai",2
"router problem, what is this? since long time yaar",4
STILL UNSTABLE CONNECTION!!! kya ho raha hai,4
data loss trouble not resolved yet since long time,4
"please check, wifi down, what is this? kya masla hai",1
"please check, wifi down, what is this?",1
lag problem,5
wifi down since morning since long time yaar,2
"please check, facing no connection yaar",1
"please check, wifi gone from last night",4
"please check, data loss issue since morning yaar",4
router not working again since long time,2
ping too high again bhai,4
INTERNET GONE FROM LAST NIGHT!!!,2
net not working pls fix bhai,1
delay in response since morning,4
wifi GONE NOT RESOLVED YET!!! kya ho raha hai,4
WIFI DOWN FROM LAST NIGHT!!! bhai,2
still internet very slow bhai,5
internet very slow again since long time,5
unstable connection since morning kya masla hai,4
HAVING WIFI DOWN CONTINUOUSLY!!! bhai,2
"please check, facing intrnet gone asap",4
facing router problem since long time yaar,4
having no connection continuously kya masla hai,1
"please check, having no connection continuously kya ho raha hai",1
wifi very slow since morning bhai,5
"please check, dns not resolving not resolved yet",4
"please check, having connection very slow continuously kya masla hai",5
still cannot access sites since long time bhai,4
speed is low again yaar,4
"wifi not working, what is this? yaar",1
still wifi down since long time,2
"please check, router problem bhai",4
having ping too high continuously since long time,4
still no connection kya ho raha hai,1
"please check, wifi down from last night kya ho raha hai",1
"BUFFERING ISSUE, WHAT IS THIS?!!! bhai",5
"please check, connection gone not resolved yet bhai",4
"cannot access sites, what is this? since long time bhai",4
wifi down from last night kya ho raha hai,1
"please check, wifi not working since morning bhai",2
"please check, internet not working from last night yaar",1
internet gone from last night since long time yaar,2
"please check, having no connection continuously yaar",1
STILL PING TOO HIGH!!!,4
INTERNET NOT running AGAIN!!!,4
"please check, cannot access sites since morning kya masla hai",4
still wifi down,1
net GONE AGAIN!!! kya ho raha hai,4
"please check, facing router problem",4
"please check, internet gone from last night bhai",1
connection GONE AGAIN!!! bhai,4
NET very slow AGAIN!!! yaar,5
"please check, cannot access sites from last night bhai",4
disconnecting again and again from last night kya ho raha hai,4
DISCONNECTING AGAIN AND AGAIN!!! bhai,4
wifi down not resolved yet kya ho raha hai,1
